Driver,Team,Grid,Finishpos,FastestLap,AverageTime,pitstops
PER,Racing Point,4.0,4.0,0 days 00:01:38.141000,0 days 00:01:39.959155555,1
RIC,Renault,5.0,5.0,0 days 00:01:37.886000,0 days 00:01:40.231422222,1
LEC,Ferrari,10.0,6.0,0 days 00:01:39.053000,0 days 00:01:40.846652173,1
OCO,Renault,7.0,7.0,0 days 00:01:39.216000,0 days 00:01:40.825511111,1
KVY,AlphaTauri,11.0,8.0,0 days 00:01:39.133000,0 days 00:01:40.868956521,1
GAS,AlphaTauri,9.0,9.0,0 days 00:01:37.231000,0 days 00:01:40.805681818,2
ALB,Red Bull Racing,15.0,10.0,0 days 00:01:38.377000,0 days 00:01:40.985093023,2
GIO,Alfa Romeo Racing,17.0,11.0,0 days 00:01:39.766000,0 days 00:01:41.660795454,1
MAG,Haas F1 Team,18.0,12.0,0 days 00:01:40.380000,0 days 00:01:41.791311111,1
VET,Ferrari,14.0,13.0,0 days 00:01:39.588000,0 days 00:01:41.715522727,1
RAI,Alfa Romeo Racing,19.0,14.0,0 days 00:01:38.858000,0 days 00:01:41.676613636,1
NOR,McLaren,8.0,15.0,0 days 00:01:37.377000,0 days 00:01:41.265054054,2
LAT,Williams,20.0,16.0,0 days 00:01:41.044000,0 days 00:01:42.457386363,1
GRO,Haas F1 Team,16.0,17.0,0 days 00:01:39.614000,0 days 00:01:41.942604651,2
RUS,Williams,13.0,18.0,0 days 00:01:37.352000,0 days 00:01:41.731545454,3
SAI,McLaren,6.0,19.0,,,0
STR,Racing Point,12.0,20.0,,,0
HAM,Mercedes,2.0,1.0,0 days 00:01:28.145000,0 days 00:01:30.688134615,2
VER,Red Bull Racing,3.0,2.0,0 days 00:01:28.139000,0 days 00:01:31.004826923,2
RIC,Renault,6.0,3.0,0 days 00:01:29.584000,0 days 00:01:32.137196078,2
PER,Racing Point,9.0,4.0,0 days 00:01:29.700000,0 days 00:01:32.289120,2
SAI,McLaren,10.0,5.0,0 days 00:01:30.129000,0 days 00:01:32.503120,2
GAS,AlphaTauri,12.0,6.0,0 days 00:01:30.110000,0 days 00:01:32.942941176,2
LEC,Ferrari,4.0,7.0,0 days 00:01:30.712000,0 days 00:01:32.838980392,2
HUL,Racing Point,20.0,8.0,0 days 00:01:30.733000,0 days 00:01:33.307403846,2
GRO,Haas F1 Team,16.0,9.0,0 days 00:01:31.562000,0 days 00:01:33.493942307,1
GIO,Alfa Romeo Racing,14.0,10.0,0 days 00:01:30.909000,0 days 00:01:33.335450980,2
VET,Ferrari,11.0,11.0,0 days 00:01:30.408000,0 days 00:01:33.325625,2
RAI,Alfa Romeo Racing,19.0,12.0,0 days 00:01:30.512000,0 days 00:01:33.454938775,2
MAG,Haas F1 Team,15.0,13.0,0 days 00:01:30.456000,0 days 00:01:33.263936170,2
LAT,Williams,18.0,14.0,0 days 00:01:31.377000,0 days 00:01:33.733480,2
KVY,AlphaTauri,13.0,15.0,0 days 00:01:32.214000,0 days 00:01:33.633884615,2
NOR,McLaren,8.0,16.0,0 days 00:01:32.328000,0 days 00:01:33.602435897,1
ALB,Red Bull Racing,5.0,17.0,0 days 00:01:32.330000,0 days 00:01:34.105800,1
OCO,Renault,7.0,18.0,0 days 00:01:33.189000,0 days 00:01:34.022473684,0
BOT,Mercedes,1.0,19.0,0 days 00:01:31.884000,0 days 00:01:32.200692307,1
RUS,Williams,17.0,20.0,0 days 00:01:34.526000,0 days 00:01:35.707300,1
HAM,Mercedes,1.0,1.0,0 days 00:01:18.750000,0 days 00:01:20.992758064,1
BOT,Mercedes,2.0,2.0,0 days 00:01:19.345000,0 days 00:01:21.446809523,1
VER,Red Bull Racing,3.0,3.0,0 days 00:01:19.854000,0 days 00:01:21.528854838,1
LEC,Ferrari,4.0,4.0,0 days 00:01:20.408000,0 days 00:01:22.016396825,1
GAS,AlphaTauri,9.0,5.0,0 days 00:01:20.551000,0 days 00:01:22.473426229,1
SAI,McLaren,7.0,6.0,0 days 00:01:20.268000,0 days 00:01:22.649306451,1
PER,Racing Point,5.0,7.0,0 days 00:01:20.802000,0 days 00:01:22.253741935,2
OCO,Renault,11.0,8.0,0 days 00:01:20.859000,0 days 00:01:22.527967213,1
RIC,Renault,10.0,9.0,0 days 00:01:20.906000,0 days 00:01:22.596491803,1
VET,Ferrari,15.0,10.0,0 days 00:01:20.731000,0 days 00:01:22.432716666,1
RAI,Alfa Romeo Racing,16.0,11.0,0 days 00:01:21.058000,0 days 00:01:22.677065573,1
ALB,Red Bull Racing,6.0,12.0,0 days 00:01:19.890000,0 days 00:01:22.271172413,2
NOR,McLaren,8.0,13.0,0 days 00:01:19.360000,0 days 00:01:22.419603448,2
RUS,Williams,14.0,14.0,0 days 00:01:20.882000,0 days 00:01:22.988229508,1
GIO,Alfa Romeo Racing,17.0,15.0,0 days 00:01:21.893000,0 days 00:01:23.339000,1
MAG,Haas F1 Team,19.0,16.0,0 days 00:01:21.460000,0 days 00:01:23.218133333,1
GRO,Haas F1 Team,18.0,17.0,0 days 00:01:21.664000,0 days 00:01:23.280016393,1
LAT,Williams,20.0,18.0,0 days 00:01:21.859000,0 days 00:01:23.544633333,1
KVY,AlphaTauri,13.0,19.0,0 days 00:01:20.449000,0 days 00:01:23.046803571,2
STR,Racing Point,12.0,20.0,0 days 00:01:21.694000,0 days 00:01:23.326434782,2
HAM,Mercedes,2.0,1.0,0 days 00:01:15.484000,0 days 00:01:18.358722222,2
BOT,Mercedes,1.0,2.0,0 days 00:01:15.902000,0 days 00:01:18.900019230,2
RIC,Renault,5.0,3.0,0 days 00:01:17.552000,0 days 00:01:19.593942307,1
KVY,AlphaTauri,8.0,4.0,0 days 00:01:17.666000,0 days 00:01:19.535846153,2
LEC,Ferrari,7.0,5.0,0 days 00:01:18.173000,0 days 00:01:19.677615384,1
PER,Racing Point,11.0,6.0,0 days 00:01:18.084000,0 days 00:01:19.510826923,2
SAI,McLaren,10.0,7.0,0 days 00:01:18.118000,0 days 00:01:19.663846153,2
NOR,McLaren,9.0,8.0,0 days 00:01:18.069000,0 days 00:01:19.683431372,2
RAI,Alfa Romeo Racing,18.0,9.0,0 days 00:01:18.088000,0 days 00:01:20.021490196,1
GIO,Alfa Romeo Racing,20.0,10.0,0 days 00:01:18.794000,0 days 00:01:20.238865384,1
LAT,Williams,19.0,11.0,0 days 00:01:18.719000,0 days 00:01:20.311924528,1
VET,Ferrari,14.0,12.0,0 days 00:01:17.767000,0 days 00:01:19.859200,2
STR,Racing Point,15.0,13.0,0 days 00:01:18.360000,0 days 00:01:19.796346153,3
GRO,Haas F1 Team,16.0,14.0,0 days 00:01:18.822000,0 days 00:01:20.309117647,2
ALB,Red Bull Racing,6.0,15.0,0 days 00:01:16.177000,0 days 00:01:19.459739130,2
RUS,Williams,13.0,16.0,0 days 00:01:18.811000,0 days 00:01:20.093222222,1
VER,Red Bull Racing,3.0,17.0,0 days 00:01:17.637000,0 days 00:01:18.879260869,1
MAG,Haas F1 Team,17.0,18.0,0 days 00:01:19.273000,0 days 00:01:20.334476190,1
OCO,Renault,12.0,19.0,0 days 00:01:19.606000,0 days 00:01:20.746958333,1
GAS,AlphaTauri,4.0,20.0,0 days 00:01:20.403000,0 days 00:01:21.464285714,0
HAM,Mercedes,6.0,1.0,0 days 00:01:39.413000,0 days 00:01:42.067558139,1
PER,Racing Point,3.0,2.0,0 days 00:01:40.392000,0 days 00:01:43.177750,1
VET,Ferrari,11.0,3.0,0 days 00:01:39.662000,0 days 00:01:42.231414634,2
LEC,Ferrari,12.0,4.0,0 days 00:01:39.961000,0 days 00:01:41.935204545,2
SAI,McLaren,15.0,5.0,0 days 00:01:38.754000,0 days 00:01:42.046575,2
VER,Red Bull Racing,2.0,6.0,0 days 00:01:38.431000,0 days 00:01:42.030605263,3
ALB,Red Bull Racing,4.0,7.0,0 days 00:01:39.099000,0 days 00:01:42.441550,2
NOR,McLaren,14.0,8.0,0 days 00:01:36.806000,0 days 00:01:40.905709677,2
STR,Racing Point,1.0,9.0,0 days 00:01:39.921000,0 days 00:01:43.747690476,2
RIC,Renault,5.0,10.0,0 days 00:01:40.677000,0 days 00:01:43.567243902,2
OCO,Renault,7.0,11.0,0 days 00:01:41.006000,0 days 00:01:43.256046511,2
KVY,AlphaTauri,16.0,12.0,0 days 00:01:41.019000,0 days 00:01:43.141700,1
GAS,AlphaTauri,19.0,13.0,0 days 00:01:39.586000,0 days 00:01:43.051153846,2
BOT,Mercedes,9.0,14.0,0 days 00:01:38.193000,0 days 00:01:42.720000,2
RAI,Alfa Romeo Racing,8.0,15.0,0 days 00:01:39.743000,0 days 00:01:43.467969696,3
RUS,Williams,0.0,16.0,0 days 00:01:40.814000,0 days 00:01:44.864684210,2
MAG,Haas F1 Team,13.0,17.0,0 days 00:01:40.948000,0 days 00:01:43.612388888,2
GRO,Haas F1 Team,17.0,18.0,0 days 00:01:43.281000,0 days 00:01:45.935129032,2
LAT,Williams,0.0,19.0,0 days 00:01:43.495000,0 days 00:01:46.275157894,2
GIO,Alfa Romeo Racing,10.0,20.0,0 days 00:01:51.122000,0 days 00:01:55.420166666,1
HAM,Mercedes,1.0,1.0,0 days 00:01:32.864000,0 days 00:01:34.155204545,3
VER,Red Bull Racing,3.0,2.0,0 days 00:01:32.014000,0 days 00:01:34.093837209,4
ALB,Red Bull Racing,4.0,3.0,0 days 00:01:33.684000,0 days 00:01:35.117697674,3
NOR,McLaren,9.0,4.0,0 days 00:01:33.588000,0 days 00:01:35.309860465,3
SAI,McLaren,15.0,5.0,0 days 00:01:33.411000,0 days 00:01:35.396756097,3
GAS,AlphaTauri,8.0,6.0,0 days 00:01:34.817000,0 days 00:01:36.093181818,2
RIC,Renault,6.0,7.0,0 days 00:01:32.827000,0 days 00:01:35.502195121,3
BOT,Mercedes,2.0,8.0,0 days 00:01:33.352000,0 days 00:01:35.604285714,4
OCO,Renault,7.0,9.0,0 days 00:01:34.354000,0 days 00:01:36.014954545,3
LEC,Ferrari,12.0,10.0,0 days 00:01:33.625000,0 days 00:01:36.098560975,3
KVY,AlphaTauri,10.0,11.0,0 days 00:01:34.141000,0 days 00:01:36.446558139,3
RUS,Williams,14.0,12.0,0 days 00:01:35.042000,0 days 00:01:36.902166666,3
VET,Ferrari,11.0,13.0,0 days 00:01:33.861000,0 days 00:01:36.710375,3
LAT,Williams,20.0,14.0,0 days 00:01:34.591000,0 days 00:01:37.227214285,3
RAI,Alfa Romeo Racing,17.0,15.0,0 days 00:01:33.573000,0 days 00:01:36.853350,3
GIO,Alfa Romeo Racing,16.0,16.0,0 days 00:01:34.536000,0 days 00:01:37.267333333,3
MAG,Haas F1 Team,18.0,17.0,0 days 00:01:35.241000,0 days 00:01:37.845904761,4
PER,Racing Point,5.0,18.0,0 days 00:01:33.629000,0 days 00:01:35.055209302,3
STR,Racing Point,13.0,19.0,0 days 00:02:45.807000,0 days 00:02:45.807000,1
GRO,Haas F1 Team,19.0,20.0,,,0
PER,Racing Point,5.0,1.0,0 days 00:00:56.789000,0 days 00:00:58.020142857,2
OCO,Renault,11.0,2.0,0 days 00:00:57.350000,0 days 00:00:58.294042253,1
STR,Racing Point,10.0,3.0,0 days 00:00:57.388000,0 days 00:00:58.268928571,1
SAI,McLaren,8.0,4.0,0 days 00:00:57.165000,0 days 00:00:58.150985507,2
RIC,Renault,7.0,5.0,0 days 00:00:56.979000,0 days 00:00:58.195942028,2
ALB,Red Bull Racing,12.0,6.0,0 days 00:00:57.056000,0 days 00:00:58.367085714,2
KVY,AlphaTauri,6.0,7.0,0 days 00:00:57.001000,0 days 00:00:58.229782608,2
BOT,Mercedes,1.0,8.0,0 days 00:00:56.563000,0 days 00:00:57.944471428,2
RUS,Mercedes,2.0,9.0,0 days 00:00:55.404000,0 days 00:00:57.618376811,4
NOR,McLaren,19.0,10.0,0 days 00:00:57.270000,0 days 00:00:58.496101449,2
GAS,AlphaTauri,9.0,11.0,0 days 00:00:57.220000,0 days 00:00:58.349338235,2
VET,Ferrari,13.0,12.0,0 days 00:00:56.905000,0 days 00:00:58.549761194,3
GIO,Alfa Romeo Racing,14.0,13.0,0 days 00:00:56.887000,0 days 00:00:58.695279411,2
RAI,Alfa Romeo Racing,18.0,14.0,0 days 00:00:57.375000,0 days 00:00:58.841666666,3
MAG,Haas F1 Team,15.0,15.0,0 days 00:00:57.516000,0 days 00:00:58.964308823,2
AIT,Williams,17.0,16.0,0 days 00:00:57.392000,0 days 00:00:58.955057971,3
FIT,Haas F1 Team,20.0,17.0,0 days 00:00:57.742000,0 days 00:00:59.326298507,3
LAT,Williams,16.0,18.0,0 days 00:00:58.206000,0 days 00:00:59.269777777,1
VER,Red Bull Racing,3.0,19.0,,,0
LEC,Ferrari,4.0,20.0,,,0
VER,Red Bull Racing,1.0,1.0,0 days 00:01:40.958000,0 days 00:01:41.694627450,1
BOT,Mercedes,2.0,2.0,0 days 00:01:41.131000,0 days 00:01:42.054784313,1
HAM,Mercedes,3.0,3.0,0 days 00:01:41.420000,0 days 00:01:42.182549019,1
ALB,Red Bull Racing,5.0,4.0,0 days 00:01:41.227000,0 days 00:01:42.189720,1
NOR,McLaren,4.0,5.0,0 days 00:01:41.964000,0 days 00:01:43.195137254,1
SAI,McLaren,6.0,6.0,0 days 00:01:41.947000,0 days 00:01:43.199340,1
RIC,Renault,11.0,7.0,0 days 00:01:40.926000,0 days 00:01:43.064306122,1
GAS,AlphaTauri,9.0,8.0,0 days 00:01:42.474000,0 days 00:01:43.703040,1
OCO,Renault,10.0,9.0,0 days 00:01:42.894000,0 days 00:01:43.990880,1
STR,Racing Point,8.0,10.0,0 days 00:01:41.866000,0 days 00:01:43.949040,1
KVY,AlphaTauri,7.0,11.0,0 days 00:01:42.704000,0 days 00:01:44.091224489,1
RAI,Alfa Romeo Racing,15.0,12.0,0 days 00:01:42.148000,0 days 00:01:44.209857142,1
LEC,Ferrari,12.0,13.0,0 days 00:01:41.908000,0 days 00:01:43.975166666,1
VET,Ferrari,13.0,14.0,0 days 00:01:41.475000,0 days 00:01:44.182645833,1
RUS,Williams,16.0,15.0,0 days 00:01:43.328000,0 days 00:01:44.822387755,1
GIO,Alfa Romeo Racing,14.0,16.0,0 days 00:01:41.675000,0 days 00:01:44.477916666,1
LAT,Williams,18.0,17.0,0 days 00:01:42.497000,0 days 00:01:44.712063829,2
MAG,Haas F1 Team,20.0,18.0,0 days 00:01:41.999000,0 days 00:01:45.251673913,2
FIT,Haas F1 Team,17.0,19.0,0 days 00:01:41.707000,0 days 00:01:45.486840909,3
PER,Racing Point,19.0,20.0,0 days 00:01:43.263000,0 days 00:01:44.917142857,0
HAM,Mercedes,2.0,1.0,0 days 00:01:34.015000,0 days 00:01:35.198367346,2
VER,Red Bull Racing,1.0,2.0,0 days 00:01:33.228000,0 days 00:01:35.266306122,2
BOT,Mercedes,3.0,3.0,0 days 00:01:32.090000,0 days 00:01:35.237531914,3
NOR,McLaren,7.0,4.0,0 days 00:01:34.396000,0 days 00:01:36.002408163,2
PER,Red Bull Racing,0.0,5.0,0 days 00:01:33.970000,0 days 00:01:36.001900,2
LEC,Ferrari,4.0,6.0,0 days 00:01:34.988000,0 days 00:01:36.331489795,2
RIC,McLaren,6.0,7.0,0 days 00:01:34.932000,0 days 00:01:36.495300,2
SAI,Ferrari,8.0,8.0,0 days 00:01:34.509000,0 days 00:01:36.390938775,2
TSU,AlphaTauri,13.0,9.0,0 days 00:01:34.761000,0 days 00:01:36.663360,2
STR,Aston Martin,10.0,10.0,0 days 00:01:34.865000,0 days 00:01:36.846080,2
RAI,Alfa Romeo Racing,14.0,11.0,0 days 00:01:35.192000,0 days 00:01:36.810440,2
GIO,Alfa Romeo Racing,12.0,12.0,0 days 00:01:35.122000,0 days 00:01:36.860270833,2
OCO,Alpine,16.0,13.0,0 days 00:01:35.250000,0 days 00:01:37.073187500,2
RUS,Williams,15.0,14.0,0 days 00:01:35.036000,0 days 00:01:37.210479166,2
VET,Aston Martin,20.0,15.0,0 days 00:01:35.566000,0 days 00:01:37.764142857,1
MSC,Haas F1 Team,18.0,16.0,0 days 00:01:36.134000,0 days 00:01:37.982666666,2
GAS,AlphaTauri,5.0,17.0,0 days 00:01:34.090000,0 days 00:01:36.522159090,3
LAT,Williams,17.0,18.0,0 days 00:01:36.602000,0 days 00:01:38.421744186,2
ALO,Alpine,9.0,19.0,0 days 00:01:36.063000,0 days 00:01:38.265307692,2
MAZ,Haas F1 Team,19.0,20.0,,,0
VER,Red Bull Racing,3.0,1.0,0 days 00:01:17.524000,0 days 00:01:18.447392857,2
HAM,Mercedes,1.0,2.0,0 days 00:01:16.702000,0 days 00:01:18.814148148,4
NOR,McLaren,7.0,3.0,0 days 00:01:18.259000,0 days 00:01:19.413655172,2
LEC,Ferrari,4.0,4.0,0 days 00:01:18.379000,0 days 00:01:19.278357142,2
SAI,Ferrari,11.0,5.0,0 days 00:01:18.490000,0 days 00:01:19.403620689,2
RIC,McLaren,6.0,6.0,0 days 00:01:19.341000,0 days 00:01:20.224413793,2
GAS,AlphaTauri,5.0,7.0,0 days 00:01:18.782000,0 days 00:01:20.102586206,4
STR,Aston Martin,10.0,8.0,0 days 00:01:18.994000,0 days 00:01:20.061392857,3
OCO,Alpine,9.0,9.0,0 days 00:01:19.417000,0 days 00:01:20.399928571,5
ALO,Alpine,15.0,10.0,0 days 00:01:19.396000,0 days 00:01:20.467892857,3
PER,Red Bull Racing,2.0,11.0,0 days 00:01:18.334000,0 days 00:01:19.920296296,2
TSU,AlphaTauri,20.0,12.0,0 days 00:01:18.353000,0 days 00:01:20.039366666,3
RAI,Alfa Romeo Racing,16.0,13.0,0 days 00:01:19.422000,0 days 00:01:20.461714285,3
GIO,Alfa Romeo Racing,17.0,14.0,0 days 00:01:19.470000,0 days 00:01:20.497769230,4
VET,Aston Martin,0.0,15.0,0 days 00:01:19.074000,0 days 00:01:21.053592592,5
MSC,Haas F1 Team,18.0,16.0,0 days 00:01:19.193000,0 days 00:01:20.974777777,4
MAZ,Haas F1 Team,19.0,17.0,0 days 00:01:20.402000,0 days 00:01:22.347833333,4
BOT,Mercedes,8.0,18.0,0 days 00:01:28.485000,0 days 00:01:30.128277777,1
RUS,Williams,12.0,19.0,0 days 00:01:26.543000,0 days 00:01:29.529875,1
LAT,Williams,14.0,20.0,,,0
HAM,Mercedes,2.0,1.0,0 days 00:01:20.933000,0 days 00:01:22.166816666,3
VER,Red Bull Racing,3.0,2.0,0 days 00:01:19.849000,0 days 00:01:22.178350877,4
BOT,Mercedes,1.0,3.0,0 days 00:01:19.865000,0 days 00:01:22.262896551,4
PER,Red Bull Racing,4.0,4.0,0 days 00:01:20.643000,0 days 00:01:22.564333333,3
NOR,McLaren,7.0,5.0,0 days 00:01:21.696000,0 days 00:01:22.951440677,3
LEC,Ferrari,8.0,6.0,0 days 00:01:21.496000,0 days 00:01:22.850473684,3
OCO,Alpine,6.0,7.0,0 days 00:01:21.886000,0 days 00:01:23.030931034,3
ALO,Alpine,13.0,8.0,0 days 00:01:21.032000,0 days 00:01:22.949210526,3
RIC,McLaren,16.0,9.0,0 days 00:01:21.987000,0 days 00:01:23.195068965,3
GAS,AlphaTauri,9.0,10.0,0 days 00:01:22.014000,0 days 00:01:23.263655172,3
SAI,Ferrari,5.0,11.0,0 days 00:01:22.325000,0 days 00:01:23.365965517,3
GIO,Alfa Romeo Racing,12.0,12.0,0 days 00:01:22.167000,0 days 00:01:23.297910714,3
VET,Aston Martin,10.0,13.0,0 days 00:01:22.416000,0 days 00:01:23.522754385,3
STR,Aston Martin,17.0,14.0,0 days 00:01:21.970000,0 days 00:01:23.447357142,3
TSU,AlphaTauri,14.0,15.0,0 days 00:01:22.058000,0 days 00:01:23.471851851,3
RUS,Williams,11.0,16.0,0 days 00:01:22.654000,0 days 00:01:24.442857142,3
MSC,Haas F1 Team,19.0,17.0,0 days 00:01:22.755000,0 days 00:01:24.861946428,3
LAT,Williams,18.0,18.0,0 days 00:01:23.155000,0 days 00:01:24.902018181,3
MAZ,Haas F1 Team,20.0,19.0,0 days 00:01:23.641000,0 days 00:01:25.367666666,4
RAI,Alfa Romeo Racing,15.0,20.0,0 days 00:01:33.673000,0 days 00:01:33.673000,0
HAM,Mercedes,1.0,1.0,0 days 00:01:20.665000,0 days 00:01:22.256135593,2
VER,Red Bull Racing,2.0,2.0,0 days 00:01:18.149000,0 days 00:01:22.350421052,2
BOT,Mercedes,3.0,3.0,0 days 00:01:19.430000,0 days 00:01:22.577109090,2
LEC,Ferrari,4.0,4.0,0 days 00:01:20.459000,0 days 00:01:23.163327586,2
PER,Red Bull Racing,8.0,5.0,0 days 00:01:19.483000,0 days 00:01:23.188381818,2
RIC,McLaren,7.0,6.0,0 days 00:01:21.853000,0 days 00:01:23.469051724,2
SAI,Ferrari,6.0,7.0,0 days 00:01:21.568000,0 days 00:01:23.599881355,2
NOR,McLaren,9.0,8.0,0 days 00:01:21.279000,0 days 00:01:24.112543859,2
OCO,Alpine,5.0,9.0,0 days 00:01:23.311000,0 days 00:01:24.724316666,1
GAS,AlphaTauri,12.0,10.0,0 days 00:01:21.375000,0 days 00:01:24.065181818,2
STR,Aston Martin,11.0,11.0,0 days 00:01:22.607000,0 days 00:01:24.519172413,2
RAI,Alfa Romeo Racing,17.0,12.0,0 days 00:01:22.868000,0 days 00:01:24.762491525,1
VET,Aston Martin,13.0,13.0,0 days 00:01:22.820000,0 days 00:01:24.623457627,2
RUS,Williams,15.0,14.0,0 days 00:01:23.208000,0 days 00:01:25.201816666,2
GIO,Alfa Romeo Racing,14.0,15.0,0 days 00:01:22.802000,0 days 00:01:24.753745762,2
LAT,Williams,19.0,16.0,0 days 00:01:22.905000,0 days 00:01:24.914578947,3
ALO,Alpine,10.0,17.0,0 days 00:01:21.182000,0 days 00:01:24.608037037,2
MSC,Haas F1 Team,18.0,18.0,0 days 00:01:22.637000,0 days 00:01:25.251789473,2
MAZ,Haas F1 Team,20.0,19.0,0 days 00:01:24.040000,0 days 00:01:25.978946428,2
TSU,AlphaTauri,16.0,20.0,0 days 00:01:24.825000,0 days 00:01:26.127200,0
VER,Red Bull Racing,2.0,1.0,0 days 00:01:14.649000,0 days 00:01:15.758080,1
SAI,Ferrari,4.0,2.0,0 days 00:01:14.621000,0 days 00:01:15.828533333,1
NOR,McLaren,5.0,3.0,0 days 00:01:14.670000,0 days 00:01:16.016210526,1
PER,Red Bull Racing,9.0,4.0,0 days 00:01:14.552000,0 days 00:01:15.986802631,1
VET,Aston Martin,8.0,5.0,0 days 00:01:15.316000,0 days 00:01:16.416631578,1
GAS,AlphaTauri,6.0,6.0,0 days 00:01:15.412000,0 days 00:01:16.379973333,1
HAM,Mercedes,7.0,7.0,0 days 00:01:12.909000,0 days 00:01:16.231507246,2
STR,Aston Martin,13.0,8.0,0 days 00:01:14.674000,0 days 00:01:16.724283783,1
OCO,Alpine,11.0,9.0,0 days 00:01:15.316000,0 days 00:01:17.272360,1
GIO,Alfa Romeo Racing,10.0,10.0,0 days 00:01:15.331000,0 days 00:01:17.202270270,1
RAI,Alfa Romeo Racing,14.0,11.0,0 days 00:01:14.971000,0 days 00:01:17.028859154,1
RIC,McLaren,12.0,12.0,0 days 00:01:14.578000,0 days 00:01:16.989457142,1
ALO,Alpine,17.0,13.0,0 days 00:01:15.026000,0 days 00:01:17.068056338,1
RUS,Williams,15.0,14.0,0 days 00:01:15.539000,0 days 00:01:17.323746478,1
LAT,Williams,18.0,15.0,0 days 00:01:15.573000,0 days 00:01:17.479958904,1
TSU,AlphaTauri,16.0,16.0,0 days 00:01:14.037000,0 days 00:01:17.204969230,1
MAZ,Haas F1 Team,19.0,17.0,0 days 00:01:16.866000,0 days 00:01:18.680230769,1
MSC,Haas F1 Team,20.0,18.0,0 days 00:01:16.425000,0 days 00:01:18.163603174,1
BOT,Mercedes,3.0,19.0,0 days 00:01:15.706000,0 days 00:01:16.570785714,0
LEC,Ferrari,1.0,20.0,,,0
PER,Red Bull Racing,6.0,1.0,0 days 00:01:44.687000,0 days 00:01:46.359175,3
VET,Aston Martin,11.0,2.0,0 days 00:01:44.890000,0 days 00:01:47.017625,3
GAS,AlphaTauri,4.0,3.0,0 days 00:01:45.220000,0 days 00:01:47.099175,3
LEC,Ferrari,1.0,4.0,0 days 00:01:45.382000,0 days 00:01:47.281150,3
NOR,McLaren,9.0,5.0,0 days 00:01:45.326000,0 days 00:01:47.238333333,3
ALO,Alpine,8.0,6.0,0 days 00:01:45.624000,0 days 00:01:47.778837837,4
TSU,AlphaTauri,7.0,7.0,0 days 00:01:44.939000,0 days 00:01:47.093948717,3
SAI,Ferrari,5.0,8.0,0 days 00:01:45.700000,0 days 00:01:47.318131578,3
RIC,McLaren,13.0,9.0,0 days 00:01:45.713000,0 days 00:01:47.487948717,3
RAI,Alfa Romeo Racing,14.0,10.0,0 days 00:01:45.601000,0 days 00:01:47.875189189,3
GIO,Alfa Romeo Racing,20.0,11.0,0 days 00:01:45.575000,0 days 00:01:47.704135135,4
BOT,Mercedes,10.0,12.0,0 days 00:01:45.665000,0 days 00:01:47.490692307,3
MSC,Haas F1 Team,17.0,13.0,0 days 00:01:47.624000,0 days 00:01:49.062342105,5
MAZ,Haas F1 Team,18.0,14.0,0 days 00:01:47.747000,0 days 00:01:49.619942857,6
HAM,Mercedes,2.0,15.0,0 days 00:01:44.769000,0 days 00:01:46.594650,3
LAT,Williams,16.0,16.0,0 days 00:01:46.608000,0 days 00:01:48.365945945,2
RUS,Williams,15.0,17.0,0 days 00:01:45.959000,0 days 00:01:48.092783783,3
VER,Red Bull Racing,3.0,18.0,0 days 00:01:44.481000,0 days 00:01:46.231736842,1
STR,Aston Martin,19.0,19.0,0 days 00:01:46.207000,0 days 00:01:47.536035714,0
OCO,Alpine,12.0,20.0,0 days 00:01:50.850000,0 days 00:01:50.850000,0
VER,Red Bull Racing,1.0,1.0,0 days 00:01:36.404000,0 days 00:01:38.091360,2
HAM,Mercedes,2.0,2.0,0 days 00:01:37.410000,0 days 00:01:38.531980392,1
PER,Red Bull Racing,4.0,3.0,0 days 00:01:36.693000,0 days 00:01:38.586549019,1
BOT,Mercedes,3.0,4.0,0 days 00:01:36.960000,0 days 00:01:38.714235294,1
NOR,McLaren,8.0,5.0,0 days 00:01:37.425000,0 days 00:01:39.566784313,1
RIC,McLaren,10.0,6.0,0 days 00:01:38.324000,0 days 00:01:39.808843137,1
GAS,AlphaTauri,6.0,7.0,0 days 00:01:38.103000,0 days 00:01:39.821921568,1
ALO,Alpine,9.0,8.0,0 days 00:01:37.646000,0 days 00:01:39.826529411,1
VET,Aston Martin,12.0,9.0,0 days 00:01:37.138000,0 days 00:01:39.855254901,1
STR,Aston Martin,19.0,10.0,0 days 00:01:37.828000,0 days 00:01:40.038960784,1
SAI,Ferrari,5.0,11.0,0 days 00:01:38.931000,0 days 00:01:40.302274509,1
RUS,Williams,14.0,12.0,0 days 00:01:38.314000,0 days 00:01:40.367080,1
TSU,AlphaTauri,0.0,13.0,0 days 00:01:38.980000,0 days 00:01:40.419620,1
OCO,Alpine,11.0,14.0,0 days 00:01:38.645000,0 days 00:01:40.511040,1
GIO,Alfa Romeo Racing,13.0,15.0,0 days 00:01:38.702000,0 days 00:01:40.575860,1
LEC,Ferrari,7.0,16.0,0 days 00:01:37.681000,0 days 00:01:40.280061224,2
RAI,Alfa Romeo Racing,17.0,17.0,0 days 00:01:37.992000,0 days 00:01:40.637600,1
LAT,Williams,16.0,18.0,0 days 00:01:38.313000,0 days 00:01:40.681880,1
MSC,Haas F1 Team,15.0,19.0,0 days 00:01:38.847000,0 days 00:01:40.947479166,1
MAZ,Haas F1 Team,18.0,20.0,0 days 00:01:39.317000,0 days 00:01:41.399387755,1
